probe_id	gene_symbol	gene_id	gene_title	mapping_status
232967_at				missing
232968_at	FANK1	92565	fibronectin type III and ankyrin repeat domains 1	single_symbol
232969_at	CARD8	22900	caspase recruitment domain family member 8	single_symbol
232970_at				missing
232971_at	RBM15	64783	RNA binding motif protein 15	single_symbol
232972_at	PRR29	92340	proline rich 29	single_symbol
232973_at	DOCK1	1793	dedicator of cytokinesis 1	single_symbol
232974_at				missing
232975_at	HCG18	414777	HLA complex group 18 (non-protein coding)	single_symbol
232976_at	SNORD116-21///SNORD116-20///SNORD116-17///SNORD116-19///SNORD116@	100033432///100033431///100033429///727708///692236	small nucleolar RNA, C/D box 116-21///small nucleolar RNA, C/D box 116-20///small nucleolar RNA, C/D box 116-17///small nucleolar RNA, C/D box 116-19///small nucleolar RNA, C/D box 116 cluster	multiple_symbols
232977_x_at	MYH14	79784	myosin, heavy chain 14, non-muscle	single_symbol
232978_at				missing
232979_at	MIR10A	406902	microRNA 10a	single_symbol
232980_at	LMBRD1	55788	LMBR1 domain containing 1	single_symbol
232981_s_at	SYNRG	11276	synergin, gamma	single_symbol
232982_at				missing
232983_s_at	SERGEF	26297	secretion regulating guanine nucleotide exchange factor	single_symbol
232984_at	LOC101930373///HYDIN2///HYDIN	101930373///100288805///54768	hydrocephalus-inducing protein homolog///HYDIN2, axonemal central pair apparatus protein (pseudogene)///HYDIN, axonemal central pair apparatus protein	multiple_symbols
232985_s_at	DPPA4	55211	developmental pluripotency associated 4	single_symbol
232986_at	ZNF233	353355	zinc finger protein 233	single_symbol
232987_at	ARL17B///ARL17A	100506084///51326	ADP ribosylation factor like GTPase 17B///ADP ribosylation factor like GTPase 17A	multiple_symbols
232988_at	GSE1	23199	Gse1 coiled-coil protein	single_symbol
232989_s_at	CCDC136	64753	coiled-coil domain containing 136	single_symbol
232990_at	FAM104B	90736	family with sequence similarity 104 member B	single_symbol
232991_at	ARL17B///ARL17A	100506084///51326	ADP ribosylation factor like GTPase 17B///ADP ribosylation factor like GTPase 17A	multiple_symbols
232992_at	SAYSD1	55776	SAYSVFN motif domain containing 1	single_symbol
232993_at	SYNJ1	8867	synaptojanin 1	single_symbol
232994_s_at	ARHGEF28	64283	Rho guanine nucleotide exchange factor 28	single_symbol
232995_at				missing
232996_at	CCDC120	90060	coiled-coil domain containing 120	single_symbol
232997_at				missing
232998_at	TIGD4	201798	tigger transposable element derived 4	single_symbol
232999_at				missing
233000_x_at	DPH3P1	100132911	diphthamide biosynthesis 3 pseudogene 1	single_symbol
233001_at	SAMD10	140700	sterile alpha motif domain containing 10	single_symbol
233002_at	PPP4R4	57718	protein phosphatase 4 regulatory subunit 4	single_symbol
233003_at				missing
233004_x_at				missing
233005_at	ZNHIT6	54680	zinc finger HIT-type containing 6	single_symbol
233006_at	SEPT4	5414	septin 4	single_symbol
233007_at				missing
233008_at	FLJ12825	440101	uncharacterized LOC440101	single_symbol
233009_at				missing
233010_at				missing
233011_at	ANXA1	301	annexin A1	single_symbol
233012_at				missing
233013_x_at	WAC-AS1	220906	WAC antisense RNA 1 (head to head)	single_symbol
233014_at	IDI1	3422	isopentenyl-diphosphate delta isomerase 1	single_symbol
233015_at	MBNL1	4154	muscleblind like splicing regulator 1	single_symbol
233016_at	LOC101929305	101929305	uncharacterized LOC101929305	single_symbol
233017_x_at				missing
233018_at	TMEM134	80194	transmembrane protein 134	single_symbol
233019_at	CNOT7	29883	CCR4-NOT transcription complex subunit 7	single_symbol
233020_at	SEC22B	9554	SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)	single_symbol
233021_at	RBM26-AS1	100505538	RBM26 antisense RNA 1	single_symbol
233022_at	TRPM3	80036	transient receptor potential cation channel subfamily M member 3	single_symbol
233023_at				missing
233024_at				missing
233025_at	PDZD2	23037	PDZ domain containing 2	single_symbol
233026_s_at	PDZD2	23037	PDZ domain containing 2	single_symbol
233027_at				missing
233028_at	MCMBP	79892	minichromosome maintenance complex binding protein	single_symbol
233029_at	OBSCN	84033	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	single_symbol
233030_at	PNPLA3	80339	patatin like phospholipase domain containing 3	single_symbol
233031_at	ZEB2	9839	zinc finger E-box binding homeobox 2	single_symbol
233032_x_at				missing
233033_at	ZEB2	9839	zinc finger E-box binding homeobox 2	single_symbol
233034_at				missing
233035_at				missing
233036_at				missing
233037_at				missing
233038_at	LOC105373942	105373942	uncharacterized LOC105373942	single_symbol
233039_at				missing
233040_at	PLEKHA5	54477	pleckstrin homology domain containing A5	single_symbol
233041_x_at				missing
233042_at				missing
233043_at	LOC221814	221814	uncharacterized LOC221814	single_symbol
233044_at				missing
233045_at				missing
233046_at				missing
233047_at	FRMD7	90167	FERM domain containing 7	single_symbol
233048_at				missing
233049_x_at	STUB1	10273	STIP1 homology and U-box containing protein 1	single_symbol
233050_at	SOGA3///KIAA0408	387104///9729	SOGA family member 3///KIAA0408	multiple_symbols
233051_at	SLITRK2	84631	SLIT and NTRK like family member 2	single_symbol
233052_at	DNAH8	1769	dynein axonemal heavy chain 8	single_symbol
233053_at				missing
233054_at	CNOT2	4848	CCR4-NOT transcription complex subunit 2	single_symbol
233055_at				missing
233056_x_at	DLGAP4	22839	DLG associated protein 4	single_symbol
233057_at	HSPB8	26353	heat shock protein family B (small) member 8	single_symbol
233058_at	GPSM2	29899	G-protein signaling modulator 2	single_symbol
233059_at	KCNJ3	3760	potassium voltage-gated channel subfamily J member 3	single_symbol
233060_at	ZMIZ1	57178	zinc finger MIZ-type containing 1	single_symbol
233061_at	FITM2	128486	fat storage inducing transmembrane protein 2	single_symbol
233062_at	GMDS-AS1	100508120	GMDS antisense RNA 1 (head to head)	single_symbol
233063_s_at	GMDS-AS1	100508120	GMDS antisense RNA 1 (head to head)	single_symbol
233064_at	ZFR2	23217	zinc finger RNA binding protein 2	single_symbol
233065_at	RNF207	388591	ring finger protein 207	single_symbol
233066_at				missing
233067_at	PRDM11	56981	PR/SET domain 11	single_symbol
233068_at	CRIPT	9419	CXXC repeat containing interactor of PDZ3 domain	single_symbol
233069_at	PPP4R1L	55370	protein phosphatase 4 regulatory subunit 1 like (pseudogene)	single_symbol
233070_at	ZNF197	10168	zinc finger protein 197	single_symbol
233071_at	RSPH4A	345895	radial spoke head 4 homolog A	single_symbol
233072_at	NTNG2	84628	netrin G2	single_symbol
233073_at				missing
233074_at	LOC100421494	100421494	microtubule affinity regulating kinase 2 pseudogene	single_symbol
233075_at	HERC2P7	100132101	hect domain and RLD 2 pseudogene 7	single_symbol
233076_at	JAKMIP3	282973	Janus kinase and microtubule interacting protein 3	single_symbol
233077_at	NAV2-AS4	399876	NAV2 antisense RNA 4	single_symbol
233078_at	API5	8539	apoptosis inhibitor 5	single_symbol
233079_at				missing
233080_s_at	PRPF40A	55660	pre-mRNA processing factor 40 homolog A	single_symbol
233081_at				missing
233082_at	ZNF630	57232	zinc finger protein 630	single_symbol
233083_at	MTHFD2L	441024	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2-like	single_symbol
233084_s_at	SYCE1	93426	synaptonemal complex central element protein 1	single_symbol
233085_s_at	NABP1	64859	nucleic acid binding protein 1	single_symbol
233086_at	FAM209B///FAM209A	388799///200232	family with sequence similarity 209 member B///family with sequence similarity 209 member A	multiple_symbols
233087_at	FBXL17	64839	F-box and leucine rich repeat protein 17	single_symbol
233088_at				missing
233089_at	QRSL1	55278	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1	single_symbol
233090_at				missing
233091_at	ATAD3B	83858	ATPase family, AAA domain containing 3B	single_symbol
233092_s_at				missing
233093_s_at	BIRC6	57448	baculoviral IAP repeat containing 6	single_symbol
233094_at				missing
233095_at	EPHA6	285220	EPH receptor A6	single_symbol
233096_at	KIAA1109	84162	KIAA1109	single_symbol
233097_x_at				missing
233098_s_at	EPB41L4B	54566	erythrocyte membrane protein band 4.1 like 4B	single_symbol
233099_at				missing
233100_at	EEPD1	80820	endonuclease/exonuclease/phosphatase family domain containing 1	single_symbol
233101_at	MTMR9	66036	myotubularin related protein 9	single_symbol
233102_at				missing
233103_at				missing
233104_at	PABPC1L	80336	poly(A) binding protein cytoplasmic 1 like	single_symbol
233105_at				missing
233106_at	FRMD6-AS1	145438	FRMD6 antisense RNA 1	single_symbol
233107_at				missing
233108_at				missing
233109_at	COL12A1	1303	collagen type XII alpha 1 chain	single_symbol
233110_s_at	BCL2L12	83596	BCL2 like 12	single_symbol
233111_at	PTCSC1	100302522	papillary thyroid carcinoma susceptibility candidate 1 (non-protein coding)	single_symbol
233112_at				missing
233113_at	ADAMTS9-AS2	100507098	ADAMTS9 antisense RNA 2	single_symbol
233114_at				missing
233115_at				missing
233116_at	ZFP92	139735	ZFP92 zinc finger protein	single_symbol
233117_at	MAPT	4137	microtubule associated protein tau	single_symbol
233118_at				missing
233119_at	PRR5L	79899	proline rich 5 like	single_symbol
233120_at				missing
233121_at				missing
233122_at	KRTCAP2	200185	keratinocyte associated protein 2	single_symbol
233123_at	SLC40A1	30061	solute carrier family 40 member 1	single_symbol
233124_s_at	ECHDC1	55862	ethylmalonyl-CoA decarboxylase 1	single_symbol
233125_at				missing
233126_s_at	OLAH	55301	oleoyl-ACP hydrolase	single_symbol
233127_at				missing
233128_at				missing
233129_at				missing
233130_at				missing
233131_at	CFAP58	159686	cilia and flagella associated protein 58	single_symbol
233132_at	BMS1P20	96610	BMS1, ribosome biogenesis factor pseudogene 20	single_symbol
233133_at				missing
233134_at	RPH3AL	9501	rabphilin 3A-like (without C2 domains)	single_symbol
233135_at	LINC01007	100506527	long intergenic non-protein coding RNA 1007	single_symbol
233136_at	PABPC5	140886	poly(A) binding protein cytoplasmic 5	single_symbol
233137_at				missing
233138_at	LDLRAD4	753	low density lipoprotein receptor class A domain containing 4	single_symbol
233139_at				missing
233140_s_at	VIPAS39	63894	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	single_symbol
233141_s_at	ST7L	54879	suppression of tumorigenicity 7 like	single_symbol
233142_at	LINC01224	104472717	long intergenic non-protein coding RNA 1224	single_symbol
233143_at	C20orf173	140873	chromosome 20 open reading frame 173	single_symbol
233144_s_at	RASAL1	8437	RAS protein activator like 1	single_symbol
233145_at	CSMD2	114784	CUB and Sushi multiple domains 2	single_symbol
233146_at	KNDC1	85442	kinase non-catalytic C-lobe domain containing 1	single_symbol
233147_at				missing
233148_at	PODN	127435	podocan	single_symbol
233149_at	RPS11P6	729258	ribosomal protein S11 pseudogene 6	single_symbol
233150_at	GALNTL5	168391	polypeptide N-acetylgalactosaminyltransferase-like 5	single_symbol
233151_s_at	TTTY7B///TTTY7	100101120///246122	testis-specific transcript, Y-linked 7B (non-protein coding)///testis-specific transcript, Y-linked 7 (non-protein coding)	multiple_symbols
233152_x_at				missing
233153_at	LOC101930081	101930081	uncharacterized LOC101930081	single_symbol
233154_at				missing
233155_at	UPP2	151531	uridine phosphorylase 2	single_symbol
233156_at	RNASEH2B	79621	ribonuclease H2 subunit B	single_symbol
233157_x_at	CCDC114	93233	coiled-coil domain containing 114	single_symbol
233158_at	KRT82	3888	keratin 82	single_symbol
233159_at	STARD13-AS	100874241	STARD13 antisense RNA	single_symbol
233160_at	DEFB129	140881	defensin beta 129	single_symbol
233161_at				missing
233162_at	LOC101926892	101926892	uncharacterized LOC101926892	single_symbol
233163_at	LOC731157	731157	uncharacterized LOC731157	single_symbol
233164_x_at	RHBDD1	84236	rhomboid domain containing 1	single_symbol
233165_at	NCKIPSD	51517	NCK interacting protein with SH3 domain	single_symbol
233166_at	DEFB126	81623	defensin beta 126	single_symbol
233167_at	SELO	83642	selenoprotein O	single_symbol
233168_s_at	SELO	83642	selenoprotein O	single_symbol
233169_at	ZNF350	59348	zinc finger protein 350	single_symbol
233170_at	LINC00348	100885781	long intergenic non-protein coding RNA 348	single_symbol
233171_at	GRIN3A	116443	glutamate ionotropic receptor NMDA type subunit 3A	single_symbol
233172_at	LOC100507073	100507073	uncharacterized LOC100507073	single_symbol
233173_x_at	GTF3C5	9328	general transcription factor IIIC subunit 5	single_symbol
233174_at	LOC100287015	100287015	uncharacterized LOC100287015	single_symbol
233175_at	ZNF460	10794	zinc finger protein 460	single_symbol
233176_at	LOC100507642	100507642	uncharacterized LOC100507642	single_symbol
233177_s_at	PNKD	25953	paroxysmal nonkinesigenic dyskinesia	single_symbol
233178_at	TGIF2LY	90655	TGFB induced factor homeobox 2 like, Y-linked	single_symbol
233179_x_at	SIRT6	51548	sirtuin 6	single_symbol
233180_at				missing
233181_at				missing
233182_x_at	ATXN3	4287	ataxin 3	single_symbol
233183_at	SLC4A9	83697	solute carrier family 4 member 9	single_symbol
233184_at	EPHA6	285220	EPH receptor A6	single_symbol
233185_at	FGF14	2259	fibroblast growth factor 14	single_symbol
233186_s_at	BANP	54971	BTG3 associated nuclear protein	single_symbol
233187_s_at				missing
233188_at	GALNT18	374378	polypeptide N-acetylgalactosaminyltransferase 18	single_symbol
233189_at				missing
233190_at	CASC18	101929110	cancer susceptibility candidate 18 (non-protein coding)	single_symbol
233191_at	RUFY2	55680	RUN and FYVE domain containing 2	single_symbol
233192_s_at	RUFY2	55680	RUN and FYVE domain containing 2	single_symbol
233193_x_at	INTS4	92105	integrator complex subunit 4	single_symbol
233194_at	STARD13-AS	100874241	STARD13 antisense RNA	single_symbol
233195_at	DNAI1	27019	dynein axonemal intermediate chain 1	single_symbol
233196_at				missing
233197_at	KLHL9	55958	kelch like family member 9	single_symbol
233198_at	GOLGA2P5	55592	golgin A2 pseudogene 5	single_symbol
233200_at	LOC731157	731157	uncharacterized LOC731157	single_symbol
233201_at				missing
233202_at	CNTNAP3	79937	contactin associated protein-like 3	single_symbol
233203_at	ROPN1	54763	rhophilin associated tail protein 1	single_symbol
233204_at				missing
233205_at	KCNMB2-AS1	104797538	KCNMB2 antisense RNA 1	single_symbol
233206_at	SLC22A23	63027	solute carrier family 22 member 23	single_symbol
233207_at	DISC1	27185	disrupted in schizophrenia 1	single_symbol
233208_x_at	CPSF2	53981	cleavage and polyadenylation specific factor 2	single_symbol
233209_at	LOC200609	200609	uncharacterized LOC200609	single_symbol
233210_at	FLJ12120	388439	uncharacterized LOC388439	single_symbol
233211_at	MTBP	27085	MDM2 binding protein	single_symbol
233212_at				missing
233213_at				missing
233214_at				missing
233215_s_at	ZDHHC21	340481	zinc finger DHHC-type containing 21	single_symbol
233216_at	ZDHHC21	340481	zinc finger DHHC-type containing 21	single_symbol
233217_at	HSPC102	105372274	uncharacterized HSPC102	single_symbol
233218_at				missing
233219_at				missing
233220_at	GRIN3A	116443	glutamate ionotropic receptor NMDA type subunit 3A	single_symbol
233221_at	DEFB118	117285	defensin beta 118	single_symbol
233222_at				missing
233223_at				missing
233224_at				missing
233225_at				missing
233226_at	PTPN9	5780	protein tyrosine phosphatase, non-receptor type 9	single_symbol
233227_at	KIAA1109	84162	KIAA1109	single_symbol
233228_at				missing
233229_at	SCFD1	23256	sec1 family domain containing 1	single_symbol
233230_s_at	SLAIN2	57606	SLAIN motif family member 2	single_symbol
233231_at				missing
233232_at	RHBDL3	162494	rhomboid like 3	single_symbol
233233_at	RASSF3	283349	Ras association domain family member 3	single_symbol
233234_at	KCTD16	57528	potassium channel tetramerization domain containing 16	single_symbol
233235_x_at				missing
233236_at	TSPAN16	26526	tetraspanin 16	single_symbol
233237_at	CTB-12O2.1	101927115	uncharacterized LOC101927115	single_symbol
233238_s_at	CTB-12O2.1	101927115	uncharacterized LOC101927115	single_symbol
233239_at				missing
233240_at				missing
233241_at	KIZ	55857	kizuna centrosomal protein	single_symbol
233242_at	SCAND2P	54581	SCAN domain containing 2 pseudogene	single_symbol
233243_at				missing
233244_at				missing
233245_at	UHRF1BP1	54887	UHRF1 binding protein 1	single_symbol
233246_at				missing
233247_x_at	ZDHHC21	340481	zinc finger DHHC-type containing 21	single_symbol
233248_at				missing
233249_at	LOC100507073	100507073	uncharacterized LOC100507073	single_symbol
233250_x_at	FOXRED2	80020	FAD dependent oxidoreductase domain containing 2	single_symbol
233251_at	STRBP	55342	spermatid perinuclear RNA binding protein	single_symbol
233252_s_at	STRBP	55342	spermatid perinuclear RNA binding protein	single_symbol
233253_at				missing
233254_x_at	PTEN	5728	phosphatase and tensin homolog	single_symbol
233255_s_at	BIVM	54841	basic, immunoglobulin-like variable motif containing	single_symbol
233256_at				missing
233257_at				missing
233258_at				missing
233259_at	EFCC1	79825	EF-hand and coiled-coil domain containing 1	single_symbol
233260_at				missing
233261_at	EBF1	1879	early B-cell factor 1	single_symbol
233262_at				missing
233263_at				missing
233264_at				missing
233265_at				missing
233266_at				missing
233267_at				missing
233268_s_at	CHURC1	91612	churchill domain containing 1	single_symbol
233269_at				missing
233270_x_at				missing
233271_at				missing
233272_at				missing
233273_at				missing
233274_at				missing
233275_at				missing
233276_at				missing
233277_at				missing
233278_at				missing
233279_at				missing
233280_at				missing
233281_at				missing
233282_at				missing
233283_at				missing
233284_at				missing
233285_at				missing
233286_at				missing
233287_at	SLC6A17	388662	solute carrier family 6 member 17	single_symbol
233288_at	ATR	545	ATR serine/threonine kinase	single_symbol
233289_at				missing
233290_at				missing
233291_at				missing
233292_s_at	ANKHD1-EIF4EBP3///ANKHD1	404734///54882	ANKHD1-EIF4EBP3 readthrough///ankyrin repeat and KH domain containing 1	multiple_symbols
233293_at	NPAS3	64067	neuronal PAS domain protein 3	single_symbol
233294_at	DENND2C	163259	DENN domain containing 2C	single_symbol
233295_at	VN1R108P	100312850	vomeronasal 1 receptor 108 pseudogene	single_symbol
233296_x_at				missing
233297_s_at	CCDC169-SOHLH2///CCDC169	100526761///728591	CCDC169-SOHLH2 readthrough///coiled-coil domain containing 169	multiple_symbols
233298_at	CCDC169	728591	coiled-coil domain containing 169	single_symbol
233299_at	RIMS4	140730	regulating synaptic membrane exocytosis 4	single_symbol
233300_at				missing
233301_at	OXCT2	64064	3-oxoacid CoA-transferase 2	single_symbol
233302_at				missing
233303_at				missing
233304_at	NFIB	4781	nuclear factor I B	single_symbol
233305_at	NECAB1	64168	N-terminal EF-hand calcium binding protein 1	single_symbol
233306_at				missing
233307_x_at	MGST3	4259	microsomal glutathione S-transferase 3	single_symbol
233308_at	COPB1	1315	coatomer protein complex subunit beta 1	single_symbol
233309_at				missing
233310_at				missing
233311_at	LOC145845	145845	uncharacterized LOC145845	single_symbol
233312_at	ROPN1L	83853	rhophilin associated tail protein 1 like	single_symbol
233313_at				missing
233314_at				missing
233315_at				missing
233316_at				missing
233317_at	CD9	928	CD9 molecule	single_symbol
233318_at				missing
233319_x_at				missing
233320_at	TCAM1P	146771	testicular cell adhesion molecule 1, pseudogene	single_symbol
233321_x_at	LOC90834///BRD1	90834///23774	uncharacterized protein BC001742///bromodomain containing 1	multiple_symbols
233322_at	CD9	928	CD9 molecule	single_symbol
233323_at				missing
233324_at	TRERF1	55809	transcriptional regulating factor 1	single_symbol
233325_at	SLC35D2	11046	solute carrier family 35 member D2	single_symbol
233326_at	LOC101928882///CCDC39	101928882///339829	uncharacterized LOC101928882///coiled-coil domain containing 39	multiple_symbols
233327_at	UBE3D	90025	ubiquitin protein ligase E3D	single_symbol
233328_x_at	SLC17A9	63910	solute carrier family 17 member 9	single_symbol
233329_s_at	KRCC1	51315	lysine rich coiled-coil 1	single_symbol
233330_s_at				missing
233331_at				missing
233332_at				missing
233333_x_at	AVIL	10677	advillin	single_symbol
233334_x_at	SLX1B-SULT1A4///SLX1A-SULT1A3///SLX1A///SULT1A4///SLX1B///SULT1A3	100526831///100526830///548593///445329///79008///6818	SLX1B-SULT1A4 readthrough (NMD candidate)///SLX1A-SULT1A3 readthrough (NMD candidate)///SLX1 homolog A, structure-specific endonuclease subunit///sulfotransferase family 1A member 4///SLX1 homolog B, structure-specific endonuclease subunit///sulfotransferase family 1A member 3	multiple_symbols
233335_at	ITGA11	22801	integrin subunit alpha 11	single_symbol
233336_at				missing
233337_s_at	SEZ6L2	26470	seizure related 6 homolog like 2	single_symbol
233338_at	LOC729461///FAM230B///FAM230C	729461///642633///26080	uncharacterized LOC729461///family with sequence similarity 230 member B (non-protein coding)///family with sequence similarity 230 member C	multiple_symbols
233339_s_at	ARID1B	57492	AT-rich interaction domain 1B	single_symbol
233340_at	SPINK13	153218	serine peptidase inhibitor, Kazal type 13 (putative)	single_symbol
233341_s_at	POLR1B	84172	RNA polymerase I subunit B	single_symbol
233342_at	LOC100134040	100134040	uncharacterized LOC100134040	single_symbol
233343_at	DEFB127	140850	defensin beta 127	single_symbol
233344_x_at	WDR97	340390	WD repeat domain 97	single_symbol
233345_at	EFCAB6	64800	EF-hand calcium binding domain 6	single_symbol
233346_at				missing
233348_at	TMEM181	57583	transmembrane protein 181	single_symbol
233349_at				missing
233350_s_at	TEX264	51368	testis expressed 264	single_symbol
233351_at				missing
233352_at				missing
233353_at	FER1L5	90342	fer-1 like family member 5	single_symbol
233354_at	ZNF426	79088	zinc finger protein 426	single_symbol
233355_at	LINC00176	284739	long intergenic non-protein coding RNA 176	single_symbol
233356_at				missing
233357_at	TRIM67	440730	tripartite motif containing 67	single_symbol
233358_at				missing
233359_at	TNRC6C	57690	trinucleotide repeat containing 6C	single_symbol
233360_at	UBE2I	7329	ubiquitin conjugating enzyme E2 I	single_symbol
233361_at	ANKRD44	91526	ankyrin repeat domain 44	single_symbol
233362_at	ZNF341	84905	zinc finger protein 341	single_symbol
233363_at				missing
233364_s_at				missing
233365_at				missing
233366_at	FBXO4	26272	F-box protein 4	single_symbol
233367_at				missing
233368_s_at	DNAJC27	51277	DnaJ heat shock protein family (Hsp40) member C27	single_symbol
233369_at				missing
233370_at				missing
233371_at	ABCC13	150000	ATP binding cassette subfamily C member 13 (pseudogene)	single_symbol
233372_at				missing
233373_at				missing
233374_at				missing
233375_at	EFCAB2	84288	EF-hand calcium binding domain 2	single_symbol
233376_at				missing
233377_at				missing
233378_at				missing
233379_at	PRR5L	79899	proline rich 5 like	single_symbol
233380_s_at	RUFY1	80230	RUN and FYVE domain containing 1	single_symbol
233381_at	RUFY1	80230	RUN and FYVE domain containing 1	single_symbol
233382_at	LOC145845	145845	uncharacterized LOC145845	single_symbol
233383_at				missing
233384_at				missing
233385_x_at	MIA-RAB4B///RAB4B	100529262///53916	MIA-RAB4B readthrough (NMD candidate)///RAB4B, member RAS oncogene family	multiple_symbols
233386_at				missing
233387_s_at	PCNT	5116	pericentrin	single_symbol
233388_at				missing
233389_at	CFAP61	26074	cilia and flagella associated protein 61	single_symbol
233390_at				missing
233391_at	CDH26	60437	cadherin 26	single_symbol
233392_at				missing
233393_at				missing
233394_at	NFIB	4781	nuclear factor I B	single_symbol
233395_at				missing
233396_s_at	PET117///KAT14	100303755///57325	PET117 homolog///lysine acetyltransferase 14	multiple_symbols
233397_at				missing
233398_at				missing
233399_x_at	ZNF252P	286101	zinc finger protein 252, pseudogene	single_symbol
233400_at				missing
233401_at				missing
233402_at				missing
233403_x_at	TM6SF2	53345	transmembrane 6 superfamily member 2	single_symbol
233404_at				missing
233405_at				missing
233406_at				missing
233407_at				missing
233408_at	PREX2	80243	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2	single_symbol
233409_at	RHBDL3	162494	rhomboid like 3	single_symbol
233410_at	CYP1B1-AS1	285154	CYP1B1 antisense RNA 1	single_symbol
233411_at				missing
233412_x_at				missing
233413_at				missing
233414_at				missing
233415_at				missing
233416_at	GNG8	94235	G protein subunit gamma 8	single_symbol
233417_at				missing
233418_at	LOC91450	91450	uncharacterized LOC91450	single_symbol
233419_at				missing
233420_at				missing
233421_s_at	NUP133	55746	nucleoporin 133	single_symbol
233422_at				missing
233423_at	TLDC1	57707	TBC/LysM-associated domain containing 1	single_symbol
233424_at				missing
233425_at				missing
233426_at				missing
233427_x_at				missing
233428_at				missing
233429_at	SPEF2	79925	sperm flagellar 2	single_symbol
233430_at	TBC1D22B	55633	TBC1 domain family member 22B	single_symbol
233431_x_at				missing
233432_at	LINC00598	646982	long intergenic non-protein coding RNA 598	single_symbol
233433_at				missing
233434_at				missing
233435_at				missing
233436_at	MTBP	27085	MDM2 binding protein	single_symbol
233437_at	GABRA4	2557	gamma-aminobutyric acid type A receptor alpha4 subunit	single_symbol
233438_at				missing
233439_at	LETM1	3954	leucine zipper and EF-hand containing transmembrane protein 1	single_symbol
233440_at				missing
233441_at	ONECUT2	9480	one cut homeobox 2	single_symbol
233442_at				missing
233443_at	PSMG4	389362	proteasome assembly chaperone 4	single_symbol
233444_at	LOC101927620	101927620	uncharacterized LOC101927620	single_symbol
233445_at				missing
233446_at	ONECUT2	9480	one cut homeobox 2	single_symbol
233447_at	PSMG4	389362	proteasome assembly chaperone 4	single_symbol
233448_s_at				missing
233449_at				missing
233450_at				missing
233451_at	SLC52A3	113278	solute carrier family 52 member 3	single_symbol
233452_at				missing
233453_at				missing
233454_at	POLN	353497	DNA polymerase nu	single_symbol
233455_at				missing
233456_at				missing
233457_at				missing
233458_at	LOC101060521///POLR3E	101060521///55718	DNA-directed RNA polymerase III subunit RPC5///RNA polymerase III subunit E	multiple_symbols
233459_at	POLR3E	55718	RNA polymerase III subunit E	single_symbol
233460_at				missing
233461_x_at	ZNF226	7769	zinc finger protein 226	single_symbol
233462_at	TBC1D28	254272	TBC1 domain family member 28	single_symbol
233463_at	RASSF6	166824	Ras association domain family member 6	single_symbol
233464_at	BCL2L14	79370	BCL2 like 14	single_symbol
233465_at				missing
233466_at	LOC101928729	101928729	uncharacterized LOC101928729	single_symbol
233467_s_at	TSPAN32	10077	tetraspanin 32	single_symbol
233468_at				missing
233469_at	TPTEP1	387590	transmembrane phosphatase with tensin homology pseudogene 1	single_symbol
233470_at	PTPN5	84867	protein tyrosine phosphatase, non-receptor type 5	single_symbol
233471_at	PTPN5	84867	protein tyrosine phosphatase, non-receptor type 5	single_symbol
233472_at	TCP11L1	55346	t-complex 11 like 1	single_symbol
233473_x_at				missing
233474_at	LOC284240	284240	uncharacterized LOC284240	single_symbol
233475_at	MGC32805	153163	uncharacterized LOC153163	single_symbol
233476_at				missing
233477_at	KLK15	55554	kallikrein related peptidase 15	single_symbol
233478_at				missing
233479_at				missing
233480_at	TMEM43	79188	transmembrane protein 43	single_symbol
233481_at				missing
233482_at	C15orf59	388135	chromosome 15 open reading frame 59	single_symbol
233483_at	TBC1D27	96597	TBC1 domain family member 27	single_symbol
233484_at				missing
233485_at				missing
233486_at	LOC101928881	101928881	uncharacterized LOC101928881	single_symbol
233487_s_at	LRRC8A	56262	leucine rich repeat containing 8 family member A	single_symbol
233488_at	RNASE7	84659	ribonuclease A family member 7	single_symbol
233489_at	TMEM43	79188	transmembrane protein 43	single_symbol
233490_at	DCTN4	51164	dynactin subunit 4	single_symbol
233491_at	LOC100268168	100268168	uncharacterized LOC100268168	single_symbol
233492_s_at	ARHGEF34P///OR2A7///OR2A4	728377///401427///79541	Rho guanine nucleotide exchange factor 34, pseudogene///olfactory receptor family 2 subfamily A member 7///olfactory receptor family 2 subfamily A member 4	multiple_symbols
233493_at	OR2A4	79541	olfactory receptor family 2 subfamily A member 4	single_symbol
233494_at	ERBB4	2066	erb-b2 receptor tyrosine kinase 4	single_symbol
233495_at	EXOSC3	51010	exosome component 3	single_symbol
233496_s_at	CFL2	1073	cofilin 2	single_symbol
233497_at				missing
233498_at	ERBB4	2066	erb-b2 receptor tyrosine kinase 4	single_symbol
233499_at	LRRC7	57554	leucine rich repeat containing 7	single_symbol
233500_x_at	CLEC2D	29121	C-type lectin domain family 2 member D	single_symbol
233501_at				missing
233502_at				missing
233503_at	CCDC169	728591	coiled-coil domain containing 169	single_symbol
233504_at	C9orf84	158401	chromosome 9 open reading frame 84	single_symbol
233505_at				missing
233506_at				missing
233507_at				missing
